date,The Dark Soul,To Link the Fire,Dark Lord,Knight's Honor,Wisdom of a Sage,Bond of a Pyromancer,Prayer of a Maiden,Covenant: Way of White,Covenant: Princess's Guard,Covenant: Blade of the Darkmoon,Covenant: Warrior of Sunlight,Covenant: Forest Hunter,Covenant: Darkwraith,Covenant: Path of the Dragon,Covenant: Gravelord Servant,Covenant: Chaos Servant,Strongest Weapon,Crystal Weapon,Lightning Weapon,Raw Weapon,Magic Weapon,Enchanted Weapon,Divine Weapon,Occult Weapon,Fire Weapon,Chaos Weapon,Enkindle,Estus Flask,Reach Lordran,Ring the Bell (Undead Church),Ring the Bell (Quelaag's Domain),Rite of Kindling,Art of Abysswalking,Reach Anor Londo,Lordvessel,Defeat Gravelord Nito,Defeat Bed of Chaos,Defeat the Four Kings,Defeat Seath the Scaleless,Defeat the Dark Sun Gwyndolin,Defeat Crossbreed Priscilla
20230212,9.0,32.3,22.9,9.3,12.9,11.7,9.8,72.9,46.5,28.3,24.8,44.9,21.1,35.0,37.2,53.2,27.8,13.9,18.6,16.9,11.7,14.5,14.9,13.3,13.8,13.5,98.1,95.8,93.1,71.6,61.0,53.8,52.6,57.5,54.8,46.1,45.9,46.5,46.6,34.8,40.4
