date,The Dark Soul,Self Recollection,King's Ring,Ancient Dragon,The Heir,Last Giant,Sinner's Bonfire,Iron Keep Bonfire,Gulch Bonfire,Brightstone Bonfire,Looking Glass Knight,Vendrick,Supreme Weapon,Gesture Maestro,Master of Sorcery,Master of Miracles,Master of Pyromancy,Master of Hexes,Brilliant Covenant,Protector Covenant,Sanguinary Covenant,Covenant of the Meek,Gnawing Covenant,Clangorous Covenant,Covenant of Ancients,Covenant of the Fittest,Abysmal Covenant,Selfless Giver,Curious Map,Change of Clothes,Gathering of Exiles,Moonlight Greatsword,Holder of the Fort,Lucatiel,Smith for Life,Garrulous Miser,Reflections on Disembodiment,This is Dark Souls
20230205,6.0,95.4,42.8,41.2,35.1,68.6,55.2,47.4,47.1,47.8,44.8,27.5,46.1,14.1,6.6,6.2,6.3,7.1,38.6,35.1,30.8,67.1,47.9,48.4,23.2,47.5,28.7,23.0,19.1,53.5,20.7,11.9,24.1,15.0,18.3,25.4,37.3,94.1
