date,Bloodborne,Yharnam Sunrise,Honoring Wishes,Childhood's Beginning,"Yharnam, Pthumerian Queen",Hunter's Essence,Hunter's Craft,Weapon Master,Blood Gem Master,Rune Master,Cainhurst,The Choir,The Source of the Dream,Nightmare Lecture Building,Father Gascoigne,Vicar Amelia,Shadow of Yharnam,"Rom, the Vacuous Spider",The One Reborn,"Micolash, Host of the Nightmare",Mergo's Wet Nurse,Cleric Beast,Blood-starved Beast,The Witch of Hemwick,Darkbeast Paarl,Amygdala,Martyr Logarius,Celestial Emissary,"Ebrietas, Daughter of the Cosmos",Blood Gem Contact,Rune Contact,Chalice of Pthumeru,Chalice of Ailing Loran,Chalice of Isz
20230209,6.6,11.4,14.6,15.7,7.9,8.0,11.8,21.3,17.6,29.9,25.6,22.8,27.7,30.3,44.8,35.5,31.9,30.5,28.0,25.8,24.9,47.8,38.0,33.9,29.4,24.5,23.2,21.8,20.1,46.8,38.4,38.0,24.5,20.1
