date,The Dark Soul,To Link the First Flame,The End of Fire,The Usurpation of Fire,Lords of Cinder: Abyss Watchers,Lord of Cinder: Yhorm the Giant,"Lord of Cinder: Aldritch, Devourer of Gods","Lord of Cinder: Lothric, Younger Prince",Supreme Weapon Reinforcement,Master of Infusion,Master of Sorceries,Master of Pyromancies,Master of Miracles,Master of Rings,Master of Expression,Ultimate Bonfire,Ultimate Estus,Covenant: Warrior of Sunlight,Covenant: Way of Blue,Covenant: Blue Sentinels,Covenant: Blade of the Darkmoon,Covenant: Rosaria's Fingers,Covenant: Mound-makers,Covenant: Watchdogs of Farron,Covenant: Aldritch Faithful,Untended Graves,Archdragon Peak,Iudex Gundyr,Vordt of the Boreal Valley,Curse-rotted Greatwood,Crystal Sage,Deacons of the Deep,High Lord Wolnir,Pontiff Sulyvahn,Dancer of the Boreal Valley,Dragonslayer Armour,Old Demon King,"Oceiros, the Consumed King",Champion Gundyr,Ancient Wyvern,The Nameless King,Enkindle,Embrace the Flame
20230201,5.3,29.7,22.6,17.7,56.8,50.0,49.5,44.4,43.2,10.7,7.6,6.6,6.0,6.2,7.2,34.6,34.6,54.7,66.6,62.0,34.3,44.9,37.2,52.5,36.1,45.2,43.2,86.5,68.3,62.4,59.2,56.1,54.9,51.5,49.5,47.2,48.5,46.1,44.3,42.8,36.5,95.2,86.5
